year,direction,country,mineral_type,value_usd
2016,Imports,SWITZERLAND,"Lead, zinc & tin (78-80)",240521
2016,Imports,UNITED KINGDOM,Mineral fuels (27),239345
2016,Imports,HONG KONG,Nickel (75),229174
2016,Imports,INDIA,"Lead, zinc & tin (78-80)",200082
2016,Imports,FRANCE,Copper (74),192182
2016,Imports,"SOUTH AFRICA, REP. OF","Salt, stone & earths (25)",190166
2016,Imports,ARGENTINA,Mineral fuels (27),188902
2016,Imports,UKRAINE (UKRAINIAN S.S.R.),"Salt, stone & earths (25)",186676
2016,Imports,UNITED KINGDOM,Copper (74),183774
2016,Imports,HONG KONG,Gold (7108),175961
2016,Imports,CROATIA,Mineral fuels (27),173901
2016,Imports,TURKEY,"Lead, zinc & tin (78-80)",172448
2016,Imports,HONG KONG,"Salt, stone & earths (25)",170506
2016,Imports,EGYPT ARAB REPUBLIC,"Salt, stone & earths (25)",160121
2016,Imports,SWEDEN,Mineral fuels (27),156703
2016,Imports,BELGIUM,Mineral fuels (27),146655
2016,Imports,MALAWI,"Lead, zinc & tin (78-80)",139704
2016,Imports,BELGIUM,Copper (74),129845
2016,Imports,NEW ZEALAND,Copper (74),127833
2016,Imports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),127359
2016,Imports,SWITZERLAND,Nickel (75),118683
2016,Imports,SPAIN,"Lead, zinc & tin (78-80)",117904
2016,Imports,TURKEY,Mineral fuels (27),114316
2016,Imports,BRAZIL,Mineral fuels (27),110959
2016,Imports,FINLAND,"Salt, stone & earths (25)",108677
2016,Imports,SINGAPORE,Nickel (75),103417
2016,Imports,MYANMAR,"Lead, zinc & tin (78-80)",103380
2016,Imports,ISRAEL,Mineral fuels (27),103129
2016,Imports,ISRAEL,"Salt, stone & earths (25)",97807
2016,Imports,FINLAND,Copper (74),97067
2016,Imports,CHILE,"Salt, stone & earths (25)",97041
2016,Imports,MEXICO,"Salt, stone & earths (25)",95734
2016,Imports,MALAYSIA,Nickel (75),90674
2016,Imports,AZERBAIJAN,"Salt, stone & earths (25)",90635
2016,Imports,BULGARIA,"Lead, zinc & tin (78-80)",90570
2016,Imports,FRANCE,"Salt, stone & earths (25)",88494
2016,Imports,GERMANY,Gold (7108),87225
2016,Imports,SIERRA LEONE,Metal ores & concentrates (26),80644
2016,Imports,NEW ZEALAND,"Salt, stone & earths (25)",78080
2016,Imports,KAZAKHSTAN,"Lead, zinc & tin (78-80)",76818
2016,Imports,PORTUGAL,Mineral fuels (27),75976
2016,Imports,MALAYSIA,Gold (7108),74182
2016,Imports,BELGIUM,Metal ores & concentrates (26),73934
2016,Imports,ITALY,"Salt, stone & earths (25)",72455
2016,Imports,GREECE,"Lead, zinc & tin (78-80)",67688
2016,Imports,SIERRA LEONE,"Salt, stone & earths (25)",66900
2016,Imports,SWEDEN,Nickel (75),61948
2016,Imports,CYPRUS,Mineral fuels (27),61035
2016,Imports,FRANCE,"Lead, zinc & tin (78-80)",60617
2016,Imports,MEXICO,Mineral fuels (27),60407
2016,Imports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",55129
2016,Imports,TAIWAN,Gold (7108),50361
2016,Imports,"SOUTH AFRICA, REP. OF",Mineral fuels (27),46812
2016,Imports,DENMARK,Copper (74),45723
2016,Imports,ANDORRA,Mineral fuels (27),44725
2016,Imports,SWEDEN,"Lead, zinc & tin (78-80)",43372
2016,Imports,NETHERLANDS,Nickel (75),40939
2016,Imports,GREECE,"Salt, stone & earths (25)",38613
2016,Imports,BELGIUM,"Salt, stone & earths (25)",35889
2016,Imports,IRAN,"Salt, stone & earths (25)",32645
2016,Imports,MALAYSIA,Metal ores & concentrates (26),30914
2016,Imports,ITALY,"Lead, zinc & tin (78-80)",25697
2016,Imports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",24670
2016,Imports,CHRISTMAS ISLAND,Copper (74),22157
2016,Imports,UNITED KINGDOM,Nickel (75),21889
2016,Imports,ISRAEL,"Lead, zinc & tin (78-80)",21709
2016,Imports,SLOVENIA,Mineral fuels (27),20810
2016,Imports,CROATIA,"Salt, stone & earths (25)",18328
2016,Imports,AUSTRIA,"Salt, stone & earths (25)",18000
2016,Imports,NETHERLANDS,"Lead, zinc & tin (78-80)",17480
2016,Imports,SPAIN,"Salt, stone & earths (25)",13063
2016,Imports,GEORGIA,"Salt, stone & earths (25)",12599
2016,Imports,DENMARK,Mineral fuels (27),10498
2016,Imports,AUSTRIA,Mineral fuels (27),9611
2016,Imports,CZECH REPUBLIC,"Salt, stone & earths (25)",8191
2016,Imports,SWEDEN,"Salt, stone & earths (25)",8124
2016,Imports,CZECH REPUBLIC,Nickel (75),7481
2016,Imports,SWITZERLAND,Gold (7108),7328
2016,Imports,AUSTRIA,Copper (74),4961
2016,Imports,IRELAND,Copper (74),4389
2016,Imports,SINGAPORE,Metal ores & concentrates (26),4291
2016,Imports,DENMARK,"Lead, zinc & tin (78-80)",3867
2016,Imports,NEW ZEALAND,Mineral fuels (27),3831
2016,Imports,RUSSIA,Copper (74),3171
2016,Imports,BULGARIA,"Salt, stone & earths (25)",2907
2016,Imports,GEORGIA,Copper (74),2735
2016,Imports,DENMARK,Gold (7108),2113
2016,Imports,U.S. MINOR OUTLYING ISLANDS,Copper (74),1736
2016,Imports,PERU,Copper (74),1414
2016,Imports,DJIBOUTI (AFFARS & ISSAS),"Salt, stone & earths (25)",1047
2016,Imports,QATAR,Copper (74),925
2016,Imports,SWITZERLAND,"Salt, stone & earths (25)",780
2016,Imports,FRANCE,Gold (7108),756
2016,Imports,CANADA,"Salt, stone & earths (25)",703
2016,Imports,ISRAEL,Copper (74),676
2016,Imports,AUSTRALIA,Nickel (75),674
2016,Imports,BELGIUM,Nickel (75),530
2016,Imports,ESTONIA,Copper (74),430
2016,Imports,HONG KONG,Metal ores & concentrates (26),334
2016,Imports,POLAND,"Lead, zinc & tin (78-80)",290
2016,Imports,UNITED ARAB EMIRATES,Nickel (75),276
2016,Imports,UNITED ARAB EMIRATES,Copper (74),254
2016,Imports,HUNGARY,Copper (74),231
2016,Imports,"MADAGASCAR, DEMOCRATIC REP. OF",Copper (74),227
2016,Imports,MEXICO,"Lead, zinc & tin (78-80)",198
2016,Imports,NORWAY,Copper (74),181
2016,Imports,ESTONIA,"Lead, zinc & tin (78-80)",115
2016,Imports,PORTUGAL,Copper (74),109
2016,Imports,ROMANIA,Copper (74),94
2016,Imports,LIECHTENSTEIN,"Salt, stone & earths (25)",84
2016,Imports,ARGENTINA,Copper (74),52
2016,Imports,LUXEMBOURG,"Lead, zinc & tin (78-80)",34
2017,Exports,HONG KONG,Gold (7108),823300461
2017,Exports,CHINA,Metal ores & concentrates (26),723711383
2017,Exports,JAPAN,Nickel (75),452729979
2017,Exports,THAILAND,Copper (74),393888759
2017,Exports,CHINA,Mineral fuels (27),342183043
2017,Exports,"KOREA, REP. (SOUTH)",Copper (74),329142543
2017,Exports,JAPAN,Copper (74),326202082
2017,Exports,SWITZERLAND,Gold (7108),274604864
2017,Exports,UNITED ARAB EMIRATES,Copper (74),265119850
2017,Exports,CHINA,Copper (74),256381493
2017,Exports,JAPAN,Metal ores & concentrates (26),227988906
2017,Exports,"KOREA, REP. (SOUTH)",Mineral fuels (27),219974745
2017,Exports,MALAYSIA,Mineral fuels (27),130767103
2017,Exports,INDONESIA,Copper (74),129762950
2017,Exports,SINGAPORE,Metal ores & concentrates (26),129381539
2017,Exports,SINGAPORE,Mineral fuels (27),126458303
2017,Exports,THAILAND,Mineral fuels (27),115511466
2017,Exports,MALAYSIA,Copper (74),90981939
2017,Exports,INDIA,Copper (74),89694306
2017,Exports,AUSTRALIA,Gold (7108),73849666
2017,Exports,TAIWAN,Copper (74),73477712
2017,Exports,VIETNAM,Copper (74),57622976
2017,Exports,INDIA,Gold (7108),52130964
2017,Exports,TAIWAN,Mineral fuels (27),46861487
2017,Exports,INDIA,Mineral fuels (27),24319325
2017,Exports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",21997273
2017,Exports,JAPAN,"Lead, zinc & tin (78-80)",15916229
2017,Exports,HONG KONG,Metal ores & concentrates (26),15183578
2017,Exports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),13827388
2017,Exports,CANADA,Copper (74),13163873
2017,Exports,HONG KONG,Copper (74),12126625
2017,Exports,UNITED ARAB EMIRATES,Mineral fuels (27),12113741
2017,Exports,VIETNAM,Mineral fuels (27),9041102
2017,Exports,OMAN,Copper (74),7574531
2017,Exports,JAPAN,Mineral fuels (27),7324219
2017,Exports,TAIWAN,Metal ores & concentrates (26),6651191
2017,Exports,JAPAN,Gold (7108),5745140
2017,Exports,TAIWAN,"Lead, zinc & tin (78-80)",5563645
2017,Exports,CHINA,"Lead, zinc & tin (78-80)",5531935
2017,Exports,CHINA,"Salt, stone & earths (25)",5087643
2017,Exports,THAILAND,"Lead, zinc & tin (78-80)",4123174
2017,Exports,MALAYSIA,"Lead, zinc & tin (78-80)",4059671
2017,Exports,SINGAPORE,"Salt, stone & earths (25)",2412435
2017,Exports,TAIWAN,"Salt, stone & earths (25)",2055694
2017,Exports,"PAKISTAN, ISLAMIC REP. OF",Copper (74),2037255
2017,Exports,UNITED STATES,Nickel (75),1977954
2017,Exports,INDONESIA,"Salt, stone & earths (25)",1891385
2017,Exports,INDIA,"Lead, zinc & tin (78-80)",1839091
2017,Exports,"MICRONESIA, FEDERATED STATES OF","Salt, stone & earths (25)",1819274
2017,Exports,VIRGIN ISLANDS (BRITISH),Metal ores & concentrates (26),1815000
2017,Exports,TAIWAN,Gold (7108),1807810
2017,Exports,CHINA,Gold (7108),1798095
2017,Exports,INDONESIA,"Lead, zinc & tin (78-80)",1764700
2017,Exports,BANGLADESH,Copper (74),1286698
2017,Exports,BANGLADESH,Mineral fuels (27),1268805
2017,Exports,JAPAN,"Salt, stone & earths (25)",1072540
2017,Exports,VIETNAM,"Salt, stone & earths (25)",987861
2017,Exports,CZECH REPUBLIC,Copper (74),917049
2017,Exports,CZECH REPUBLIC,"Lead, zinc & tin (78-80)",891245
2017,Exports,MALAYSIA,"Salt, stone & earths (25)",833931
2017,Exports,SINGAPORE,Gold (7108),788227
2017,Exports,VIETNAM,"Lead, zinc & tin (78-80)",736956
2017,Exports,UNITED STATES,Copper (74),671036
2017,Exports,ITALY,Gold (7108),630116
2017,Exports,PAPUA NEW GUINEA,"Lead, zinc & tin (78-80)",620183
2017,Exports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",610382
2017,Exports,CAMBODIA,Mineral fuels (27),580805
2017,Exports,MEXICO,Copper (74),551597
2017,Exports,NEW CALEDONIA,"Salt, stone & earths (25)",437488
2017,Exports,UNITED STATES,Gold (7108),335282
2017,Exports,SINGAPORE,Copper (74),330759
2017,Exports,THAILAND,Gold (7108),313317
2017,Exports,BRAZIL,Nickel (75),269690
2017,Exports,HONG KONG,"Salt, stone & earths (25)",261758
2017,Exports,UNITED STATES,"Salt, stone & earths (25)",250011
2017,Exports,UNITED STATES,Mineral fuels (27),247409
2017,Exports,AFGHANISTAN,"Lead, zinc & tin (78-80)",213584
2017,Exports,SRI LANKA (CEYLON),"Lead, zinc & tin (78-80)",212800
2017,Exports,GERMANY,Copper (74),192821
2017,Exports,"PALAU, REP. OF","Salt, stone & earths (25)",179158
2017,Exports,THAILAND,"Salt, stone & earths (25)",170091
2017,Exports,SINGAPORE,"Lead, zinc & tin (78-80)",165973
2017,Exports,"KOREA, REP. (SOUTH)",Gold (7108),142829
2017,Exports,TAIWAN,Nickel (75),140070
2017,Exports,PAPUA NEW GUINEA,Copper (74),130300
2017,Exports,PAPUA NEW GUINEA,Mineral fuels (27),123762
2017,Exports,MALAYSIA,Gold (7108),115777
2017,Exports,CANADA,Metal ores & concentrates (26),105270
2017,Exports,AUSTRALIA,"Lead, zinc & tin (78-80)",94495
2017,Exports,LEBANON,"Lead, zinc & tin (78-80)",91200
2017,Exports,BELGIUM,Nickel (75),80528
2017,Exports,UNITED STATES,"Lead, zinc & tin (78-80)",80437
2017,Exports,TURKEY,Copper (74),75525
2017,Exports,GERMANY,Nickel (75),70343
2017,Exports,BRUNEI DARUSSALAM,Mineral fuels (27),69238
2017,Exports,"MICRONESIA, FEDERATED STATES OF","Lead, zinc & tin (78-80)",67764
2017,Exports,INDIA,"Salt, stone & earths (25)",66664
2017,Exports,INDIA,Metal ores & concentrates (26),50458
2017,Exports,MALAYSIA,Metal ores & concentrates (26),50270
2017,Exports,UNITED KINGDOM,"Salt, stone & earths (25)",50137
2017,Exports,NIGERIA,Copper (74),45992
2017,Exports,SPAIN,"Lead, zinc & tin (78-80)",45282
2017,Exports,GERMANY,"Salt, stone & earths (25)",42197
2017,Exports,BELGIUM,"Salt, stone & earths (25)",40479
2017,Exports,AUSTRALIA,"Salt, stone & earths (25)",36989
2017,Exports,"PAKISTAN, ISLAMIC REP. OF","Lead, zinc & tin (78-80)",36152
2017,Exports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",32949
2017,Exports,DENMARK,"Lead, zinc & tin (78-80)",28761
2017,Exports,SRI LANKA (CEYLON),"Salt, stone & earths (25)",28710
2017,Exports,UNITED STATES,Metal ores & concentrates (26),28600
2017,Exports,CHILE,Metal ores & concentrates (26),27000
2017,Exports,"KOREA, REP. (SOUTH)",Nickel (75),24678
2017,Exports,CANADA,"Salt, stone & earths (25)",24284
2017,Exports,NETHERLANDS,"Salt, stone & earths (25)",23150
2017,Exports,"MARSHALL ISLANDS, REP. OF","Lead, zinc & tin (78-80)",20000
2017,Exports,LEBANON,Copper (74),19320
2017,Exports,MYANMAR,"Salt, stone & earths (25)",17820
2017,Exports,RUSSIA,"Salt, stone & earths (25)",15966
2017,Exports,BRUNEI DARUSSALAM,"Salt, stone & earths (25)",13120
2017,Exports,NEW ZEALAND,Copper (74),12744
2017,Exports,NORTHERN MARIANA ISLANDS,"Salt, stone & earths (25)",12000
2017,Exports,KUWAIT,"Salt, stone & earths (25)",10919
2017,Exports,SOLOMON ISLANDS (BRITISH),Mineral fuels (27),9771
2017,Exports,INDONESIA,Mineral fuels (27),9146
2017,Exports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",8140
2017,Exports,AFGHANISTAN,Copper (74),7599
2017,Exports,CANADA,"Lead, zinc & tin (78-80)",7504
2017,Exports,DENMARK,"Salt, stone & earths (25)",6980
2017,Exports,BRAZIL,"Salt, stone & earths (25)",6716
2017,Exports,POLAND,"Salt, stone & earths (25)",6472
2017,Exports,HONG KONG,"Lead, zinc & tin (78-80)",5442
2017,Exports,INDONESIA,Gold (7108),5346
2017,Exports,CHINA,Nickel (75),5100
2017,Exports,UNITED KINGDOM,Copper (74),4608
2017,Exports,ECUADOR,Mineral fuels (27),3600
2017,Exports,SAUDI ARABIA,Mineral fuels (27),3525
2017,Exports,PORTUGAL,Copper (74),3292
2017,Exports,NORWAY,Copper (74),3020
2017,Exports,ITALY,"Salt, stone & earths (25)",2638
2017,Exports,RUSSIA,Gold (7108),2475
2017,Exports,FRANCE,Copper (74),2346
2017,Exports,"MICRONESIA, FEDERATED STATES OF",Mineral fuels (27),2252
2017,Exports,PACIFIC TRUST TERRITORY,"Salt, stone & earths (25)",1880
2017,Exports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",1765
2017,Exports,AUSTRALIA,Copper (74),1411
2017,Exports,"SOUTH AFRICA, REP. OF",Copper (74),1175
2017,Exports,SAUDI ARABIA,"Salt, stone & earths (25)",1144
2017,Exports,THAILAND,Nickel (75),946
2017,Exports,"MALDIVES, REP. OF","Salt, stone & earths (25)",821
2017,Exports,ITALY,Copper (74),800
2017,Exports,JORDAN,Gold (7108),700
2017,Exports,GERMANY,Mineral fuels (27),674
2017,Exports,GERMANY,"Lead, zinc & tin (78-80)",622
2017,Exports,"MICRONESIA, FEDERATED STATES OF",Nickel (75),419
2017,Exports,NEPAL,"Salt, stone & earths (25)",415
2017,Exports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",270
2017,Exports,UNITED KINGDOM,Mineral fuels (27),229
2017,Exports,"SOUTH AFRICA, REP. OF",Metal ores & concentrates (26),200
2017,Exports,KENYA,"Salt, stone & earths (25)",127
2017,Exports,ITALY,Nickel (75),110
2017,Exports,AUSTRALIA,Metal ores & concentrates (26),100
2017,Exports,AUSTRALIA,Mineral fuels (27),100
2017,Exports,PORTUGAL,"Lead, zinc & tin (78-80)",100
2017,Exports,SWEDEN,"Lead, zinc & tin (78-80)",100
2017,Exports,NEW ZEALAND,"Lead, zinc & tin (78-80)",63
2017,Imports,CHINA,Mineral fuels (27),2024642414
2017,Imports,"KOREA, REP. (SOUTH)",Mineral fuels (27),1665177689
2017,Imports,INDONESIA,Mineral fuels (27),1443279130
2017,Imports,SAUDI ARABIA,Mineral fuels (27),1156633896
2017,Imports,KUWAIT,Mineral fuels (27),1064924114
2017,Imports,SINGAPORE,Mineral fuels (27),784830252
2017,Imports,UNITED ARAB EMIRATES,Mineral fuels (27),734749906
2017,Imports,INDONESIA,Metal ores & concentrates (26),667240347
2017,Imports,AUSTRALIA,Metal ores & concentrates (26),573522604
2017,Imports,MALAYSIA,Mineral fuels (27),568539369
2017,Imports,BRAZIL,Metal ores & concentrates (26),382797814
2017,Imports,INDIA,Mineral fuels (27),337608958
2017,Imports,JAPAN,Mineral fuels (27),280653503
2017,Imports,QATAR,Mineral fuels (27),256011596
2017,Imports,VIETNAM,"Salt, stone & earths (25)",236881577
2017,Imports,AUSTRALIA,Mineral fuels (27),230188926
2017,Imports,TAIWAN,Mineral fuels (27),192470013
2017,Imports,JAPAN,Copper (74),168400499
2017,Imports,"KOREA, REP. (SOUTH)",Copper (74),157254292
2017,Imports,PERU,Metal ores & concentrates (26),145463805
2017,Imports,TAIWAN,Copper (74),122130470
2017,Imports,THAILAND,Mineral fuels (27),107717389
2017,Imports,CHILE,Metal ores & concentrates (26),106766792
2017,Imports,THAILAND,Copper (74),105789671
2017,Imports,RUSSIA,Mineral fuels (27),105249313
2017,Imports,PAPUA NEW GUINEA,Metal ores & concentrates (26),97303831
2017,Imports,PAPUA NEW GUINEA,Mineral fuels (27),95207634
2017,Imports,"PAKISTAN, ISLAMIC REP. OF",Mineral fuels (27),86086110
2017,Imports,CHINA,"Salt, stone & earths (25)",83119724
2017,Imports,IRAN,Metal ores & concentrates (26),81726899
2017,Imports,MALAYSIA,"Lead, zinc & tin (78-80)",79227864
2017,Imports,UNITED STATES,Mineral fuels (27),79157327
2017,Imports,CHINA,Copper (74),68896267
2017,Imports,THAILAND,"Salt, stone & earths (25)",63501679
2017,Imports,VIETNAM,Mineral fuels (27),50408834
2017,Imports,TAIWAN,"Salt, stone & earths (25)",47077526
2017,Imports,OMAN,Mineral fuels (27),39459689
2017,Imports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",38606719
2017,Imports,SINGAPORE,Gold (7108),37540631
2017,Imports,BRUNEI DARUSSALAM,Mineral fuels (27),32958224
2017,Imports,AUSTRALIA,"Salt, stone & earths (25)",31706045
2017,Imports,JAPAN,"Salt, stone & earths (25)",30704541
2017,Imports,CANADA,Metal ores & concentrates (26),30658180
2017,Imports,ALGERIA,Mineral fuels (27),29463473
2017,Imports,MEXICO,Metal ores & concentrates (26),29236528
2017,Imports,MALAYSIA,Copper (74),28301150
2017,Imports,INDONESIA,Copper (74),27929212
2017,Imports,NETHERLANDS,Mineral fuels (27),26523280
2017,Imports,INDONESIA,"Salt, stone & earths (25)",22089266
2017,Imports,JAPAN,"Lead, zinc & tin (78-80)",21390318
2017,Imports,"KOREA, REP. (SOUTH)",Nickel (75),19367774
2017,Imports,HONG KONG,Mineral fuels (27),16734606
2017,Imports,VIETNAM,"Lead, zinc & tin (78-80)",15305547
2017,Imports,HONG KONG,Copper (74),14735544
2017,Imports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",13635379
2017,Imports,"EQUATORIAL GUINEA, REP. OF",Mineral fuels (27),13304148
2017,Imports,INDIA,"Lead, zinc & tin (78-80)",11416989
2017,Imports,AUSTRALIA,"Lead, zinc & tin (78-80)",10498578
2017,Imports,MALAYSIA,"Salt, stone & earths (25)",9063205
2017,Imports,VIETNAM,Copper (74),9048262
2017,Imports,INDIA,Metal ores & concentrates (26),8312138
2017,Imports,"KOREA, REP. (SOUTH)",Gold (7108),8231426
2017,Imports,JAPAN,Metal ores & concentrates (26),7426981
2017,Imports,ERITREA,Metal ores & concentrates (26),7319870
2017,Imports,TAIWAN,"Lead, zinc & tin (78-80)",6648586
2017,Imports,UNITED STATES,Copper (74),6116826
2017,Imports,THAILAND,"Lead, zinc & tin (78-80)",5911501
2017,Imports,BULGARIA,Copper (74),5796026
2017,Imports,JAPAN,Gold (7108),5502684
2017,Imports,UNITED STATES,"Salt, stone & earths (25)",5028898
2017,Imports,ANGOLA,Mineral fuels (27),4588500
2017,Imports,SINGAPORE,"Lead, zinc & tin (78-80)",4357625
2017,Imports,OMAN,"Salt, stone & earths (25)",4327855
2017,Imports,CHINA,"Lead, zinc & tin (78-80)",4023853
2017,Imports,PERU,Mineral fuels (27),3472527
2017,Imports,SINGAPORE,Copper (74),3259698
2017,Imports,"SOUTH AFRICA, REP. OF",Copper (74),3207875
2017,Imports,GERMANY,Copper (74),3206176
2017,Imports,UNITED KINGDOM,Mineral fuels (27),2893829
2017,Imports,BAHRAIN,Mineral fuels (27),2696455
2017,Imports,CANADA,"Lead, zinc & tin (78-80)",2561694
2017,Imports,CHINA,Nickel (75),2449444
2017,Imports,INDIA,Copper (74),2372247
2017,Imports,TAIWAN,Nickel (75),2323976
2017,Imports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",2280855
2017,Imports,GERMANY,"Lead, zinc & tin (78-80)",2171171
2017,Imports,INDIA,"Salt, stone & earths (25)",2019379
2017,Imports,JAPAN,Nickel (75),2012607
2017,Imports,HONG KONG,"Lead, zinc & tin (78-80)",1969069
2017,Imports,UNITED STATES,"Lead, zinc & tin (78-80)",1882271
2017,Imports,NETHERLANDS,Copper (74),1821138
2017,Imports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",1565771
2017,Imports,GERMANY,Mineral fuels (27),1551325
2017,Imports,RUSSIA,"Salt, stone & earths (25)",1543310
2017,Imports,INDONESIA,"Lead, zinc & tin (78-80)",1244726
2017,Imports,FRANCE,Mineral fuels (27),1239972
2017,Imports,TURKEY,Copper (74),1215284
2017,Imports,SWEDEN,Copper (74),1053190
2017,Imports,THAILAND,Metal ores & concentrates (26),1022359
2017,Imports,IRAN,Mineral fuels (27),961403
2017,Imports,GERMANY,Nickel (75),921891
2017,Imports,EGYPT ARAB REPUBLIC,"Salt, stone & earths (25)",799505
2017,Imports,SWITZERLAND,Mineral fuels (27),786277
2017,Imports,ITALY,Copper (74),767604
2017,Imports,SWITZERLAND,"Lead, zinc & tin (78-80)",699824
2017,Imports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),661868
2017,Imports,SPAIN,Copper (74),648000
2017,Imports,SAUDI ARABIA,Copper (74),647622
2017,Imports,NETHERLANDS,"Lead, zinc & tin (78-80)",640887
2017,Imports,BELGIUM,Mineral fuels (27),589642
2017,Imports,INDIA,Nickel (75),589267
2017,Imports,UNITED KINGDOM,"Salt, stone & earths (25)",513872
2017,Imports,ITALY,Mineral fuels (27),461138
2017,Imports,FRANCE,Copper (74),456678
2017,Imports,AUSTRIA,"Lead, zinc & tin (78-80)",448604
2017,Imports,HONG KONG,Gold (7108),420571
2017,Imports,AUSTRALIA,Copper (74),408268
2017,Imports,SPAIN,"Lead, zinc & tin (78-80)",397603
2017,Imports,GERMANY,"Salt, stone & earths (25)",396228
2017,Imports,UNITED STATES,Gold (7108),390259
2017,Imports,CHINA,Gold (7108),375860
2017,Imports,SPAIN,Mineral fuels (27),356574
2017,Imports,BELGIUM,"Lead, zinc & tin (78-80)",323607
2017,Imports,"SOUTH AFRICA, REP. OF",Mineral fuels (27),314430
