Geographic location,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2012=100)
..REGION III (CENTRAL LUZON),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.15221928
..REGION III (CENTRAL LUZON),Non-durable household goods (ND),0.15220964
..REGION III (CENTRAL LUZON),Domestic services and household services (S),0.00000964
..REGION III (CENTRAL LUZON),HEALTH,0.18450440
..REGION III (CENTRAL LUZON),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.09418229
..REGION III (CENTRAL LUZON),Pharmaceutical Products (ND),0.09139373
..REGION III (CENTRAL LUZON),Other medical products (ND),0.00225069
..REGION III (CENTRAL LUZON),Therapeutic appliances and equipment (D),0.00053787
..REGION III (CENTRAL LUZON),OUTPATIENT SERVICES,0.03321763
..REGION III (CENTRAL LUZON),Medical services,0.03042399
..REGION III (CENTRAL LUZON),Dental services (S),0.00098076
..REGION III (CENTRAL LUZON),Paramedical services (S),0.00181288
..REGION III (CENTRAL LUZON),HOSPITAL SERVICES,0.05710448
..REGION III (CENTRAL LUZON),Hospital services (In-Patient Services),0.05710448
..REGION III (CENTRAL LUZON),TRANSPORT,0.39752965
..REGION III (CENTRAL LUZON),Purchase of vehicles,0.02631546
..REGION III (CENTRAL LUZON),Motorcycle,0.02100669
..REGION III (CENTRAL LUZON),Bicycle and tricycle,0.00530877
..REGION III (CENTRAL LUZON),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.08801336
..REGION III (CENTRAL LUZON),Spare parts and accessories for personal transport equipment (SD),0.00640566
..REGION III (CENTRAL LUZON),Fuel and lubricants for personal transport equipment (ND),0.07669729
..REGION III (CENTRAL LUZON),Maintenance and repair of personal transport equipment (S),0.00491041
..REGION III (CENTRAL LUZON),Other services with respect of personal transport equipment (S),..
..REGION III (CENTRAL LUZON),TRANSPORT SERVICES,0.28320083
..REGION III (CENTRAL LUZON),Passenger transport by railway,..
..REGION III (CENTRAL LUZON),Passenger transport by road,0.27298374
..REGION III (CENTRAL LUZON),Passenger transport by air,0.00204435
..REGION III (CENTRAL LUZON),Passenger transport by sea and inland waterway,0.00817274
..REGION III (CENTRAL LUZON),COMMUNICATION,0.10998256
..REGION III (CENTRAL LUZON),POSTAL SERVICES,0.00006362
..REGION III (CENTRAL LUZON),Postal services (S),0.00006362
..REGION III (CENTRAL LUZON),TELEPHONE AND TELEFAX EQUIPMENT,0.01261396
..REGION III (CENTRAL LUZON),Telephone and telefax equipment (S),0.01261396
..REGION III (CENTRAL LUZON),TELEPHONE AND TELEFAX SERVICES,0.09730498
..REGION III (CENTRAL LUZON),Telephone and telefax services (S),0.09730498
..REGION III (CENTRAL LUZON),RECREATION AND CULTURE,0.04884214
..REGION III (CENTRAL LUZON),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.00753958
..REGION III (CENTRAL LUZON),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.00650413
..REGION III (CENTRAL LUZON),Photographic and cinematographic equipment and optical instruments (D),..
..REGION III (CENTRAL LUZON),Information processing equipment (D),0.00089954
..REGION III (CENTRAL LUZON),Recording media (SD),0.00010190
..REGION III (CENTRAL LUZON),"Repair of audio-visual, photographic and information processing equipment (S)",0.00003401
..REGION III (CENTRAL LUZON),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,0.00000526
..REGION III (CENTRAL LUZON),Musical instruments and major durables for indoor recreation (D),0.00000526
..REGION III (CENTRAL LUZON),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00282004
..REGION III (CENTRAL LUZON),"Games, toys and hobbies (SD)",0.00244750
..REGION III (CENTRAL LUZON),"Equipment for sport, camping and open-air recreation (SD)",0.00001318
..REGION III (CENTRAL LUZON),"Gardens, plants and flowers (ND)",0.00035936
..REGION III (CENTRAL LUZON),Pets and related products (ND),..
..REGION III (CENTRAL LUZON),RECREATIONAL AND CULTURAL SERVICES,0.00863970
..REGION III (CENTRAL LUZON),Recreational and sporting services (S),..
..REGION III (CENTRAL LUZON),Cultural services (S),0.00058101
..REGION III (CENTRAL LUZON),Games of chance (S),0.00805869
..REGION III (CENTRAL LUZON),NEWSPAPERS. BOOKS AND STATIONERY,0.02983756
..REGION III (CENTRAL LUZON),Books (SD),0.00348480
..REGION III (CENTRAL LUZON),Newspapers and periodicals (ND),0.00028601
..REGION III (CENTRAL LUZON),Miscellaneous printed matter (ND),0.00027878
..REGION III (CENTRAL LUZON),Stationery and drawing materials (ND),0.02578797
..REGION III (CENTRAL LUZON),EDUCATION,0.06220311
..REGION III (CENTRAL LUZON),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.01161453
..REGION III (CENTRAL LUZON),Pre-primary education services (S),0.00317818
..REGION III (CENTRAL LUZON),Primary education services (S),0.00843635
..REGION III (CENTRAL LUZON),SECONDARY (HIGH SCHOOL) EDUCATION,0.02159330
..REGION III (CENTRAL LUZON),Secondary education services (S),0.02159330
..REGION III (CENTRAL LUZON),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,0.00115472
..REGION III (CENTRAL LUZON),Post-secondary non-tertiary education services (S),0.00115472
..REGION III (CENTRAL LUZON),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.02768999
..REGION III (CENTRAL LUZON),First stage of tertiary education services (S),0.02637631
..REGION III (CENTRAL LUZON),Second stage of tertiary education services (S),0.00131368
..REGION III (CENTRAL LUZON),EDUCATION NOT DEFINABLE BY LEVEL,0.00015057
..REGION III (CENTRAL LUZON),Education services not definable by level (S),0.00015057
..REGION III (CENTRAL LUZON),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,1.02718403
..REGION III (CENTRAL LUZON),CATERING SERVICES,0.60577546
..REGION III (CENTRAL LUZON),"Restaurants, cafes and the like (S)",0.60577546
..REGION III (CENTRAL LUZON),PERSONAL CARE,0.38127897
..REGION III (CENTRAL LUZON),Hairdressing salons and personal grooming establishments (S),0.04499267
..REGION III (CENTRAL LUZON),Electric appliances for personal care (SD),0.00025150
..REGION III (CENTRAL LUZON),"Other appliances, articles and products for personal care (ND)",0.33603480
..REGION III (CENTRAL LUZON),"PERSONAL EFFECTS, N.E.C.",0.03721470
..REGION III (CENTRAL LUZON),"Jewellery, clocks and watches (D)",0.02329401
..REGION III (CENTRAL LUZON),Other personal effects (SD),0.01392069
..REGION III (CENTRAL LUZON),"OTHER SERVICES, n.e.c.",0.00291490
..REGION III (CENTRAL LUZON),"Other services, n.e.c.",0.00291490
..REGION IV-A (CALABARZON),ALL ITEMS,8.53467943
..REGION IV-A (CALABARZON),FOOD AND NON-ALCOHOLIC BEVERAGES,4.27161470
..REGION IV-A (CALABARZON),FOOD,4.02298819
..REGION IV-A (CALABARZON),Bread and cereals (ND),1.79814354
..REGION IV-A (CALABARZON),Rice,1.46694484
..REGION IV-A (CALABARZON),Corn,0.00699078
..REGION IV-A (CALABARZON),"Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.32420792
..REGION IV-A (CALABARZON),Meat (ND),0.51111946
..REGION IV-A (CALABARZON),Fish  and Seafood (ND),0.67043112
..REGION IV-A (CALABARZON),"Milk, cheese and eggs (ND)",0.28319854
..REGION IV-A (CALABARZON),Oils and fats (ND),0.10064777
..REGION IV-A (CALABARZON),Fruit (ND),0.11762500
..REGION IV-A (CALABARZON),Vegetables (ND),0.27331952
..REGION IV-A (CALABARZON),"Sugar, jam, honey, chocolate and confectionery (ND)",0.13226284
..REGION IV-A (CALABARZON),Food products n.e.c. (ND),0.13624040
..REGION IV-A (CALABARZON),NON-ALCOHOLIC BEVERAGES,0.24862651
..REGION IV-A (CALABARZON),"Coffee, tea and cocoa (ND)",0.17055502
..REGION IV-A (CALABARZON),"Mineral water, soft drinks, fruit and vegetable juices (ND)",0.07807149
..REGION IV-A (CALABARZON),ALCOHOLIC BEVERAGES AND TOBACCO,0.19716387
..REGION IV-A (CALABARZON),ALCOHOLIC BEVERAGES,0.05747187
..REGION IV-A (CALABARZON),Spirits (ND),0.04828748
..REGION IV-A (CALABARZON),Wine (ND),..
..REGION IV-A (CALABARZON),Beer (ND),0.00918439
..REGION IV-A (CALABARZON),TOBACCO,0.13969200
..REGION IV-A (CALABARZON),Tobacco (ND),0.13969200
..REGION IV-A (CALABARZON),OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
..REGION IV-A (CALABARZON),Other vegetable-based products,..
..REGION IV-A (CALABARZON),NON-FOOD,4.06590086
..REGION IV-A (CALABARZON),CLOTHING AND FOOTWEAR,0.18511251
..REGION IV-A (CALABARZON),CLOTHING,0.12379468
..REGION IV-A (CALABARZON),Clothing materials (SD),..
..REGION IV-A (CALABARZON),Garments (SD),0.12342021
..REGION IV-A (CALABARZON),Other articles of clothing and clothing accessories (SD),0.00036643
..REGION IV-A (CALABARZON),"Cleaning, repair and hire of clothing (S)",0.00000804
..REGION IV-A (CALABARZON),FOOTWEAR,0.06131783
..REGION IV-A (CALABARZON),Shoes and other footwear (SD),0.06127383
..REGION IV-A (CALABARZON),Repair and hire of footwear (S),0.00004400
..REGION IV-A (CALABARZON),"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",1.55211548
..REGION IV-A (CALABARZON),ACTUAL RENTALS FOR HOUSING,0.84169368
..REGION IV-A (CALABARZON),Actual rentals paid by tenants (S),0.84169368
..REGION IV-A (CALABARZON),MAINTENANCE AND REPAIR OF THE DWELLING,0.01086470
..REGION IV-A (CALABARZON),Materials for the maintenance and repair of the dwelling (ND),0.00671585
..REGION IV-A (CALABARZON),Services for the maintenance and repair of the dwelling (S),0.00414885
..REGION IV-A (CALABARZON),WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.09089341
..REGION IV-A (CALABARZON),Water supply (ND),0.09089341
..REGION IV-A (CALABARZON),"ELECTRICITY, GAS AND OTHER FUELS",0.60866369
..REGION IV-A (CALABARZON),Electricity (ND),0.28136824
..REGION IV-A (CALABARZON),Gas (ND),0.04913344
..REGION IV-A (CALABARZON),Liquid fuels (ND),0.02076590
..REGION IV-A (CALABARZON),Solid fuels (ND),0.25739611
..REGION IV-A (CALABARZON),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.18078065
..REGION IV-A (CALABARZON),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00349639
..REGION IV-A (CALABARZON),Furniture and furnishings (D),0.00339073
..REGION IV-A (CALABARZON),Carpets and other floor coverings (D),0.00010566
..REGION IV-A (CALABARZON),HOUSEHOLD TEXTILES,0.00332119
..REGION IV-A (CALABARZON),Household textiles (SD),0.00332119
..REGION IV-A (CALABARZON),HOUSEHOLD APPLIANCES,0.00748350
..REGION IV-A (CALABARZON),Major household appliances whether electric or not (D),0.00329740
..REGION IV-A (CALABARZON),Small electric household appliances (SD),0.00391904
..REGION IV-A (CALABARZON),Repair of household appliances (S),0.00026706
..REGION IV-A (CALABARZON),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00178020
..REGION IV-A (CALABARZON),"Glassware, tableware and household utensils (SD)",0.00178020
..REGION IV-A (CALABARZON),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00051702
..REGION IV-A (CALABARZON),Major tools and equipment (D),0.00025850
..REGION IV-A (CALABARZON),Small tools and miscellaneous accessories (SD),0.00025852
..REGION IV-A (CALABARZON),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.16418235
..REGION IV-A (CALABARZON),Non-durable household goods (ND),0.15947627
..REGION IV-A (CALABARZON),Domestic services and household services (S),0.00470608
..REGION IV-A (CALABARZON),HEALTH,0.17428249
..REGION IV-A (CALABARZON),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.09174396
..REGION IV-A (CALABARZON),Pharmaceutical Products (ND),0.08972140
..REGION IV-A (CALABARZON),Other medical products (ND),0.00175689
..REGION IV-A (CALABARZON),Therapeutic appliances and equipment (D),0.00026567
..REGION IV-A (CALABARZON),OUTPATIENT SERVICES,0.02599377
..REGION IV-A (CALABARZON),Medical services,0.01863904
..REGION IV-A (CALABARZON),Dental services (S),0.00070337
..REGION IV-A (CALABARZON),Paramedical services (S),0.00665136
..REGION IV-A (CALABARZON),HOSPITAL SERVICES,0.05654476
..REGION IV-A (CALABARZON),Hospital services (In-Patient Services),0.05654476
..REGION IV-A (CALABARZON),TRANSPORT,0.48886198
..REGION IV-A (CALABARZON),Purchase of vehicles,0.05190807
..REGION IV-A (CALABARZON),Motorcycle,0.02115720
..REGION IV-A (CALABARZON),Bicycle and tricycle,0.03075087
..REGION IV-A (CALABARZON),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.03834972
..REGION IV-A (CALABARZON),Spare parts and accessories for personal transport equipment (SD),0.00250737
..REGION IV-A (CALABARZON),Fuel and lubricants for personal transport equipment (ND),0.03370057
..REGION IV-A (CALABARZON),Maintenance and repair of personal transport equipment (S),0.00214178
..REGION IV-A (CALABARZON),Other services with respect of personal transport equipment (S),..
..REGION IV-A (CALABARZON),TRANSPORT SERVICES,0.39860419
..REGION IV-A (CALABARZON),Passenger transport by railway,..
..REGION IV-A (CALABARZON),Passenger transport by road,0.39854178
..REGION IV-A (CALABARZON),Passenger transport by air,0.00006241
..REGION IV-A (CALABARZON),Passenger transport by sea and inland waterway,..
..REGION IV-A (CALABARZON),COMMUNICATION,0.12614722
..REGION IV-A (CALABARZON),POSTAL SERVICES,..
..REGION IV-A (CALABARZON),Postal services (S),..
..REGION IV-A (CALABARZON),TELEPHONE AND TELEFAX EQUIPMENT,0.01893806
..REGION IV-A (CALABARZON),Telephone and telefax equipment (S),0.01893806
..REGION IV-A (CALABARZON),TELEPHONE AND TELEFAX SERVICES,0.10720916
..REGION IV-A (CALABARZON),Telephone and telefax services (S),0.10720916
..REGION IV-A (CALABARZON),RECREATION AND CULTURE,0.06161962
..REGION IV-A (CALABARZON),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.01234578
..REGION IV-A (CALABARZON),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.01007013
..REGION IV-A (CALABARZON),Photographic and cinematographic equipment and optical instruments (D),..
..REGION IV-A (CALABARZON),Information processing equipment (D),0.00204723
..REGION IV-A (CALABARZON),Recording media (SD),0.00022842
..REGION IV-A (CALABARZON),"Repair of audio-visual, photographic and information processing equipment (S)",..
..REGION IV-A (CALABARZON),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,..
..REGION IV-A (CALABARZON),Musical instruments and major durables for indoor recreation (D),..
..REGION IV-A (CALABARZON),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00373437
..REGION IV-A (CALABARZON),"Games, toys and hobbies (SD)",0.00201020
..REGION IV-A (CALABARZON),"Equipment for sport, camping and open-air recreation (SD)",..
..REGION IV-A (CALABARZON),"Gardens, plants and flowers (ND)",0.00026232
..REGION IV-A (CALABARZON),Pets and related products (ND),0.00146185
..REGION IV-A (CALABARZON),RECREATIONAL AND CULTURAL SERVICES,0.01260581
..REGION IV-A (CALABARZON),Recreational and sporting services (S),0.00014743
..REGION IV-A (CALABARZON),Cultural services (S),0.00283872
..REGION IV-A (CALABARZON),Games of chance (S),0.00961966
..REGION IV-A (CALABARZON),NEWSPAPERS. BOOKS AND STATIONERY,0.03293366
..REGION IV-A (CALABARZON),Books (SD),0.00116870
..REGION IV-A (CALABARZON),Newspapers and periodicals (ND),0.00011264
..REGION IV-A (CALABARZON),Miscellaneous printed matter (ND),0.00051854
..REGION IV-A (CALABARZON),Stationery and drawing materials (ND),0.03113378
..REGION IV-A (CALABARZON),EDUCATION,0.06772748
..REGION IV-A (CALABARZON),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.01464256
..REGION IV-A (CALABARZON),Pre-primary education services (S),0.00390254
..REGION IV-A (CALABARZON),Primary education services (S),0.01074002
..REGION IV-A (CALABARZON),SECONDARY (HIGH SCHOOL) EDUCATION,0.01907080
..REGION IV-A (CALABARZON),Secondary education services (S),0.01907080
..REGION IV-A (CALABARZON),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,0.00626296
..REGION IV-A (CALABARZON),Post-secondary non-tertiary education services (S),0.00626296
..REGION IV-A (CALABARZON),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.02723554
..REGION IV-A (CALABARZON),First stage of tertiary education services (S),0.02485475
..REGION IV-A (CALABARZON),Second stage of tertiary education services (S),0.00238079
..REGION IV-A (CALABARZON),EDUCATION NOT DEFINABLE BY LEVEL,0.00051562
..REGION IV-A (CALABARZON),Education services not definable by level (S),0.00051562
..REGION IV-A (CALABARZON),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,1.22925343
..REGION IV-A (CALABARZON),CATERING SERVICES,0.77764988
..REGION IV-A (CALABARZON),"Restaurants, cafes and the like (S)",0.77764988
..REGION IV-A (CALABARZON),PERSONAL CARE,0.41178395
..REGION IV-A (CALABARZON),Hairdressing salons and personal grooming establishments (S),0.04273751
..REGION IV-A (CALABARZON),Electric appliances for personal care (SD),..
..REGION IV-A (CALABARZON),"Other appliances, articles and products for personal care (ND)",0.36904644
..REGION IV-A (CALABARZON),"PERSONAL EFFECTS, N.E.C.",0.03488549
..REGION IV-A (CALABARZON),"Jewellery, clocks and watches (D)",0.02182944
..REGION IV-A (CALABARZON),Other personal effects (SD),0.01305605
..REGION IV-A (CALABARZON),"OTHER SERVICES, n.e.c.",0.00493411
..REGION IV-A (CALABARZON),"Other services, n.e.c.",0.00493411
..MIMAROPA,ALL ITEMS,3.69838065
..MIMAROPA,FOOD AND NON-ALCOHOLIC BEVERAGES,2.23229479
..MIMAROPA,FOOD,2.12906100
..MIMAROPA,Bread and cereals (ND),1.10168759
..MIMAROPA,Rice,0.98154316
..MIMAROPA,Corn,0.00621624
..MIMAROPA,"Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.11392819
..MIMAROPA,Meat (ND),0.13531391
..MIMAROPA,Fish  and Seafood (ND),0.36062634
..MIMAROPA,"Milk, cheese and eggs (ND)",0.09906785
..MIMAROPA,Oils and fats (ND),0.04100491
..MIMAROPA,Fruit (ND),0.08744909
..MIMAROPA,Vegetables (ND),0.16241865
..MIMAROPA,"Sugar, jam, honey, chocolate and confectionery (ND)",0.08125435
..MIMAROPA,Food products n.e.c. (ND),0.06023831
..MIMAROPA,NON-ALCOHOLIC BEVERAGES,0.10323379
..MIMAROPA,"Coffee, tea and cocoa (ND)",0.07803661
..MIMAROPA,"Mineral water, soft drinks, fruit and vegetable juices (ND)",0.02519718
..MIMAROPA,ALCOHOLIC BEVERAGES AND TOBACCO,0.09913338
..MIMAROPA,ALCOHOLIC BEVERAGES,0.04147594
..MIMAROPA,Spirits (ND),0.02945782
..MIMAROPA,Wine (ND),0.00967751
..MIMAROPA,Beer (ND),0.00234061
..MIMAROPA,TOBACCO,0.05765744
..MIMAROPA,Tobacco (ND),0.05765744
..MIMAROPA,OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
..MIMAROPA,Other vegetable-based products,..
..MIMAROPA,NON-FOOD,1.36695248
..MIMAROPA,CLOTHING AND FOOTWEAR,0.11426133
..MIMAROPA,CLOTHING,0.07758658
..MIMAROPA,Clothing materials (SD),0.00016034
..MIMAROPA,Garments (SD),0.07693447
..MIMAROPA,Other articles of clothing and clothing accessories (SD),0.00040313
..MIMAROPA,"Cleaning, repair and hire of clothing (S)",0.00008864
..MIMAROPA,FOOTWEAR,0.03667475
..MIMAROPA,Shoes and other footwear (SD),0.03663049
..MIMAROPA,Repair and hire of footwear (S),0.00004426
..MIMAROPA,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.52981844
..MIMAROPA,ACTUAL RENTALS FOR HOUSING,0.27042911
..MIMAROPA,Actual rentals paid by tenants (S),0.27042911
..MIMAROPA,MAINTENANCE AND REPAIR OF THE DWELLING,0.01813425
..MIMAROPA,Materials for the maintenance and repair of the dwelling (ND),0.01720205
..MIMAROPA,Services for the maintenance and repair of the dwelling (S),0.00093220
..MIMAROPA,WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.00911039
..MIMAROPA,Water supply (ND),0.00911039
..MIMAROPA,"ELECTRICITY, GAS AND OTHER FUELS",0.23214469
..MIMAROPA,Electricity (ND),0.06762041
..MIMAROPA,Gas (ND),0.00056165
..MIMAROPA,Liquid fuels (ND),0.02901118
..MIMAROPA,Solid fuels (ND),0.13495145
..MIMAROPA,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.07049107
..MIMAROPA,"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00199080
..MIMAROPA,Furniture and furnishings (D),0.00177133
..MIMAROPA,Carpets and other floor coverings (D),0.00021947
..MIMAROPA,HOUSEHOLD TEXTILES,0.00246308
..MIMAROPA,Household textiles (SD),0.00246308
..MIMAROPA,HOUSEHOLD APPLIANCES,0.00398886
..MIMAROPA,Major household appliances whether electric or not (D),0.00260459
..MIMAROPA,Small electric household appliances (SD),0.00128308
..MIMAROPA,Repair of household appliances (S),0.00010119
