Geolocation,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2018=100)
NCR,Other non-durable household goods (ND),0.05656275
NCR,HEALTH,0.05362283
NCR,MEDICINES AND HEALTH PRODUCTS,0.04358641
NCR,Medicines (ND),0.04327261
NCR,"Medicines, vaccines and other pharmaceutical preparations (ND)",0.04327261
NCR,Medical products (ND),0.00031380
NCR,Medical diagnostic products (ND),0.00010460
NCR,Prevention and protective devices (ND),0.00010460
NCR,Treatment devices for personal use (ND),0.00010460
NCR,Assistive products (D),..
NCR,Assistive products for vision (D),..
NCR,OUTPATIENT CARE SERVICES,0.00850960
NCR,Preventive care services (S),0.00828769
NCR,Other preventive services (S),0.00828769
NCR,Outpatient dental services (S),0.00022191
NCR,Dental preventive services (S),0.00022191
NCR,INPATIENT CARE SERVICES,..
NCR,Inpatient curative and rehabilitative services (S),..
NCR,Inpatient curative and rehabilitative services (S),..
NCR,OTHER HEALTH SERVICES,0.00152682
NCR,Diagnostic imaging services and medical laboratory services (S),0.00152682
NCR,Diagnostic imaging services and medical laboratory services (S),0.00152682
NCR,TRANSPORT,0.21868784
NCR,PURCHASE OF VEHICLES,0.00301983
NCR,Motorcycles (D),0.00230385
NCR,Motorcycles (D),0.00230385
NCR,Bicycles (D),0.00071598
NCR,Bicycles (D),0.00071598
NCR,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.02431050
NCR,Parts and accessories for personal transport equipment (SD),..
NCR,Tires (SD),..
NCR,Parts for personal transport equipment (SD),..
NCR,Fuels and lubricants for personal transport equipment (ND),0.02387234
NCR,Diesel (ND),0.00299092
NCR,Gasoline (ND),0.02073667
NCR,Lubricants (ND),0.00014475
NCR,Maintenance and repair of personal transport equipment (S),0.00032549
NCR,Maintenance and repair of personal transport equipment (S),0.00032549
NCR,Other services in respect of personal transport equipment (S),0.00011267
NCR,Toll facilities (S),0.00011267
NCR,PASSENGER TRANSPORT SERVICES,0.19135475
NCR,Passenger transport by railway (S),0.00246069
NCR,Passenger transport by rapid transit and tram (S),0.00246069
NCR,Passenger transport by road (S),0.18816513
NCR,Passenger transport by bus and coach (S),0.02684407
NCR,Passenger transport by taxi and hired car with driver (S),0.00161075
NCR,Other passenger transport by road (S),0.15971031
NCR,Passenger transport by air (S),0.00027126
NCR,"Passenger transport by air, domestic (S)",0.00027126
NCR,Passenger transport by sea and inland waterway (S),0.00045767
NCR,Passenger transport by sea and inland waterway (S),0.00045767
NCR,TRANSPORT SERVICES OF GOODS,0.00000276
NCR,Postal and courier services (S),0.00000276
NCR,Letter handling services (S),..
NCR,Courier and parcel delivery services (S),0.00000276
NCR,INFORMATION AND COMMUNICATION,0.05787709
NCR,INFORMATION AND COMMUNICATION EQUIPMENT,0.00043647
NCR,Mobile telephone equipment (D),..
NCR,Mobile telephone equipment (D),..
NCR,Information processing equipment (D),..
NCR,"Computers, laptops and tablets (D)",..
NCR,Peripheral equipment and its consumable components (D),..
NCR,"Equipment for the reception, recording and reproduction of sound and vision (D)",0.00043647
NCR,"Equipment for the reception, recording and reproduction of sound and vision (D)",0.00043647
NCR,Unrecorded recording media (SD),..
NCR,Unrecorded recording media (SD),..
NCR,INFORMATION AND COMMUNICATION SERVICES,0.05744062
NCR,Fixed communication services (S),..
NCR,Fixed communication services (S),..
NCR,Mobile communication services (S),0.05210483
NCR,Mobile communication services (S),0.05210483
NCR,Internet access provision services and net storage services (S),0.00533579
NCR,Internet access provision services and net storage services (S),0.00533579
NCR,"RECREATION, SPORT AND CULTURE",0.01716374
NCR,OTHER RECREATIONAL GOODS,0.00103120
NCR,"Games, toys and hobbies (SD)",0.00103120
NCR,"Other games, toys and hobbies (SD)",0.00103120
NCR,"Equipment for sport, camping and open-air recreation (SD)",..
NCR,Equipment for sport (SD),..
NCR,GARDEN PRODUCTS AND PETS,0.00049424
NCR,"Garden products, plants and flowers (ND)",0.00005644
NCR,Garden products (ND),0.00002822
NCR,"Plants, seeds and flowers (ND)",0.00002822
NCR,Pets and products for pets (ND),0.00043780
NCR,Products for pets and other household animals (ND),0.00043780
NCR,RECREATIONAL SERVICES,0.00383022
NCR,Recreational and sporting services (S),0.00030354
NCR,Sporting services - practice (S),0.00030354
NCR,Games of chance (S),0.00352668
NCR,Games of chance (S),0.00352668
NCR,CULTURAL GOODS,..
NCR,Musical instruments (D),..
NCR,Musical instruments (D),..
NCR,CULTURAL SERVICES,..
NCR,Other cultural services (S),..
NCR,Other cultural services (S),..
NCR,"NEWSPAPERS, BOOKS AND STATIONERY",0.01180808
NCR,Books (SD),..
NCR,Educational and textbooks in printed or electronic copy (SD),..
NCR,Other books (SD) in printed or electronic copy,..
NCR,Newspapers and periodicals (ND),0.00014795
NCR,Newspapers (ND),0.00014795
NCR,Stationery and drawing materials (ND),0.01166013
NCR,Stationery and drawing materials (ND),0.01166013
NCR,PACKAGE HOLIDAYS (S),..
NCR,Package holidays (S),..
NCR,Package holidays (S),..
NCR,EDUCATION SERVICES,0.00503990
NCR,EARLY CHILDHOOD AND PRIMARY EDUCATION,0.00281469
NCR,Early chilhood and primary education (S),0.00281469
NCR,Early childhood education services (S),0.00192579
NCR,Primary education (S),0.00088890
NCR,SECONDARY EDUCATION  (S),0.00222521
NCR,Secondary education (S),0.00222521
NCR,Lower secondary general education services,0.00222521
NCR,Lower secondary technical-vocational livelihood programs services,..
NCR,TERTIARY EDUCATION (S),..
NCR,Tertiary education (s),..
NCR,Tertiary education (s),..
NCR,RESTAURANTS AND ACCOMMODATION SERVICES,0.52259526
NCR,FOOD AND BEVERAGE SERVING SERVICES,0.52259526
NCR,"Restaurants, café and the like (S)",0.52259526
NCR,"Restaurants, café and the like - with full service (S)",0.52259526
NCR,ACCOMMODATION SERVICES,..
NCR,Accommodation services (S),..
NCR,"Hotels, motels, inns and similar accommodation services (S)",..
NCR,FINANCIAL SERVICES,0.00000416
NCR,FINANCIAL SERVICES,0.00000416
NCR,Financial intermediation services indirectly measured (S),0.00000415
NCR,Financial intermediation services indirectly measured (S),0.00000415
NCR,Other financial services (S),0.00000001
NCR,Remittances fees (S),0.00000001
NCR,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.20573721
NCR,PERSONAL CARE,0.19611479
NCR,Electric appliances for personal care (SD),0.00003131
NCR,Electric appliances for personal care (SD),0.00003131
NCR,"Other appliances, articles and products for personal care (ND)",0.17055900
NCR,"Other appliances, articles and products for personal care (ND)",0.17055900
NCR,Hairdressing salons and personal grooming establishments (S),0.02552448
NCR,Hairdressing (S),0.01276224
NCR,Personal grooming treatments (S),0.01276224
NCR,OTHER PERSONAL EFFECTS,0.00907974
NCR,Jewellery and watches (D),0.00036144
NCR,Jewellery and watches (D),0.00036144
NCR,"Repair and hire of jewellery, clocks and watches (S)",..
NCR,Other personal effects n.e.c. (SD),0.00871830
NCR,Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00871830
NCR,OTHER SERVICES,0.00054268
NCR,Other services (S),0.00054268
NCR,Other services n.e.c. (S),0.00054268
AONCR,ALL ITEMS,96.00448084
AONCR,FOOD AND NON-ALCOHOLIC BEVERAGES,53.18965110
AONCR,FOOD,49.80689947
AONCR,Cereals and cereal products (ND),23.06537205
AONCR,Cereals (ND),19.20240039
AONCR,Rice,17.45711348
AONCR,Corn,1.74528691
AONCR,"Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",3.86297166
AONCR,Flour of cereals (ND),0.11590400
AONCR,Bread and bakery products (ND),2.24100926
AONCR,Breakfast cereals (ND),0.00749695
AONCR,"Macaroni, noodles, couscous and similar pasta products (ND)",0.97318359
AONCR,Other cereal and grain mill products (ND),0.52537786
AONCR,Meat and other parts of slaughtered land animals (ND),5.85072906
AONCR,"Meat, fresh, chilled or frozen (ND)",4.37896234
AONCR,"Meat, dried, salted, in brine or smoked (ND)",0.01066752
AONCR,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.12889465
AONCR,"Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",1.33220455
AONCR,Fish and other seafood (ND),8.25517482
AONCR,"Fish, live, fresh, chilled or frozen (ND)",6.10016270
AONCR,"Fish, dried, salted, in brine or smoked (ND)",0.93738961
AONCR,Fish preparations (ND),0.76173834
AONCR,"Other seafood, live, fresh, chilled or frozen (ND)",0.44880572
AONCR,Other seafood preparations (ND),0.00707845
AONCR,"Milk, other dairy products and eggs (ND)",3.21536570
AONCR,Raw and whole milk (ND),0.00552290
AONCR,Other milk and cream (ND),1.55868672
AONCR,Non-animal milk (ND),0.00028279
AONCR,Cheese (ND),0.03732716
AONCR,Yoghurt and similar products (ND),0.00012782
AONCR,Milk-based dessert and beverages (ND),0.01448950
AONCR,Eggs (ND),1.59892881
AONCR,Oils and fats (ND),0.64205802
AONCR,Vegetable oils (ND),0.54214659
AONCR,Butter and other fats and oils derived from milk (ND),0.00187481
AONCR,Margarine and similar preparations (ND),0.09586789
AONCR,Other animal oils and fats (ND),0.00216873
AONCR,Fruits and nuts (ND),1.67747742
AONCR,"Dates, figs and tropical fruits, fresh (ND)",1.59818181
AONCR,"Citrus fruits, fresh (ND)",0.01740332
AONCR,"Fruit, dried and dehydrated (ND)",0.00048071
AONCR,"Nuts, in shell or shelled (ND)",0.03690652
AONCR,Fruit and nuts ground and other preparations (ND),0.02450506
AONCR,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",3.88448122
AONCR,"Leafy or stem vegetables, fresh or chilled (ND)",1.20890321
AONCR,"Fruit-bearing vegetables, fresh or chilled (ND)",1.30735209
AONCR,"Other vegetables, fresh or chilled (ND)",0.93138068
AONCR,"Tubers, plantains and cooking bananas (ND)",0.39830833
AONCR,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.03853691
AONCR,"Sugar, confectionery and desserts (ND)",1.36135882
AONCR,Cane and beet sugar (ND),0.77252747
AONCR,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00404589
AONCR,"Nut purée, nut butter and nut pastes (ND)",0.09798518
AONCR,"Chocolate, cocoa, and cocoa-based food products (ND)",0.06511069
AONCR,"Ice, ice cream and sorbet (ND)",0.26573046
AONCR,Other sugar confectionery and desserts n.e.c. (ND),0.15595913
AONCR,Ready-made food and other food products n.e.c. (ND),1.85488236
AONCR,Baby food (ND),0.31157551
AONCR,"Salt, condiments and sauces (ND)",0.98469346
AONCR,"Spices, culinary herbs and seeds (ND)",0.47037458
AONCR,Other food products n.e.c. (ND),0.08823881
AONCR,NON-ALCOHOLIC BEVERAGES,3.38275163
AONCR,Fruit and vegetable juices (ND),0.26785908
AONCR,Fruit and vegetable juices (ND),0.26785908
AONCR,Coffee and coffee substitutes (ND),1.54341380
AONCR,Coffee and coffee substitutes (ND),1.54341380
AONCR,"Tea, maté and other plant products for infusion (ND)",0.00793016
AONCR,"Tea, maté and other plant products for infusion (ND)",0.00793016
AONCR,Cocoa drinks (ND),0.50989780
AONCR,Cocoa drinks (ND),0.50989780
AONCR,Water (ND),0.50382694
AONCR,Water (ND),0.50382694
AONCR,Soft drinks (ND),0.50694058
AONCR,Soft drinks (ND),0.50694058
AONCR,Other non-alcoholic beverages (ND),0.04288327
AONCR,Other non-alcoholic beverages (ND),0.04288327
AONCR,ALCOHOLIC BEVERAGES AND TOBACCO,2.52110399
AONCR,ALCOHOLIC BEVERAGES,0.77834640
AONCR,Spirits and liquors (ND),0.50191247
AONCR,Spirits and liquors (ND),0.50191247
AONCR,Wine (ND),0.09690494
AONCR,Wine from other sources (ND),0.09690494
AONCR,Beer (ND),0.17952899
AONCR,Beer (ND),0.17952899
AONCR,TOBACCO,1.72944881
AONCR,Tobacco (ND),1.72944881
AONCR,Cigarettes (ND),1.68953971
AONCR,Cigars (ND),0.00480110
AONCR,Other tobacco products (ND),0.03510800
AONCR,OTHER VEGETABLE-BASED TOBACCO PRODUCTS,0.01330878
AONCR,Other vegetable-based tobacco products (ND),0.01330878
AONCR,Other vegetable-based tobacco products (ND),0.01330878
AONCR,NON-FOOD,40.29372575
AONCR,CLOTHING AND FOOTWEAR,2.45177090
AONCR,CLOTHING,2.00061633
AONCR,Clothing materials (SD),0.00638271
AONCR,Clothing materials (SD),0.00638271
AONCR,Garments (SD),1.98069303
AONCR,Garments for men or boys (SD),1.02468952
AONCR,Garments for women or girls (SD),0.92727835
AONCR,Garments for infants (0 to under 2 years) (SD),0.02872516
AONCR,Other articles of clothing and clothing accessories (SD),0.01224897
AONCR,Other articles of clothing (SD),0.01040881
AONCR,Clothing accessories (SD),0.00184016
AONCR,"Cleaning, repair, tailoring and hire of clothing (S)",0.00129162
AONCR,Cleaning of clothing (S),0.00021570
AONCR,"Repair, tailoring and hire of clothing (S)",0.00107592
AONCR,FOOTWEAR,0.45115457
AONCR,Shoes and other footwear (SD),0.45051878
AONCR,Footwear for men (SD),0.25913296
AONCR,Footwear for women (SD),0.19138582
AONCR,"Cleaning, repair, and hire of footwear (S)",0.00063579
AONCR,"Cleaning, repair, and hire of footwear (S)",0.00063579
AONCR,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",14.61755234
AONCR,ACTUAL RENTALS FOR HOUSING,3.51632798
AONCR,Actual rentals paid by tenants for main residence (S),3.51632798
AONCR,Actual rentals paid by tenants for main residence (S),3.51632798
AONCR,"MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.44663766
AONCR,Security equipment and materials for the maintenance and repair of the dwelling (ND),0.35878418
AONCR,Materials for the maintenance and repair of the dwelling (ND),0.35878418
AONCR,"Services for the maintenance, repair and security of the dwelling (S)",0.08785348
AONCR,"Services for the maintenance, repair and security of the dwelling (S)",0.08785348
AONCR,WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.82264681
AONCR,Water supply (ND),0.82264681
AONCR,Water supply through network systems (ND),0.82264681
AONCR,"ELECTRICITY, GAS AND OTHER FUELS",9.83193989
AONCR,Electricity (ND),4.29235135
AONCR,Electricity (ND),4.29235135
AONCR,Gas (ND),1.26387480
AONCR,Liquefied hydrocarbons (ND),1.26387480
AONCR,Liquid fuels (ND),0.26335293
AONCR,Liquid fuels (ND),0.26335293
AONCR,Solid fuels (ND),4.01236081
AONCR,"Wood fuel, including pellets and briquettes (ND)",3.22500619
AONCR,Charcoal (ND),0.78735462
AONCR,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",2.26260020
AONCR,"FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.05889946
AONCR,"Furniture, furnishings and loose carpets (D)",0.05889946
AONCR,Household furniture (D),0.05564988
AONCR,"Furnishings, loose carpets and rugs (D)",0.00324958
AONCR,HOUSEHOLD TEXTILES,0.10281591
AONCR,Household textiles (SD),0.10281591
AONCR,Furnishing fabrics and curtains (SD),0.02154554
AONCR,Bed linen and bedding (SD),0.07835311
AONCR,Other household textiles (SD),0.00291726
AONCR,HOUSEHOLD APPLIANCES,0.23578183
AONCR,"Major household appliances, whether electric or not (D)",0.14199733
AONCR,Major kitchen appliances (D),0.08532403
AONCR,Major laundry appliances (D),0.05667330
AONCR,Small household appliances (SD),0.08741730
AONCR,Small appliances for cooking and processing of food (SD),0.01798114
AONCR,Other small household appliances (SD),0.06943616
AONCR,"Repair, installation and hire of household appliances (S)",0.00636720
AONCR,"Repair, installation and hire of household appliances (S)",0.00636720
AONCR,"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.05196984
AONCR,"Glassware, tableware and household utensils (SD)",0.05196984
AONCR,"Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.05196984
AONCR,TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00926749
AONCR,Non-motorized tools and miscellaneous accessories (SD),0.00926749
AONCR,Non-motorized tools (SD),0.00502495
AONCR,Miscellaneous accessories (SD),0.00424254
AONCR,GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,1.80386567
AONCR,Non-durable household goods (ND),1.80386567
AONCR,Household cleaning and maintenance products (ND),0.64465425
AONCR,Other non-durable household goods (ND),1.15921142
AONCR,HEALTH,1.38360760
AONCR,MEDICINES AND HEALTH PRODUCTS,1.16576185
AONCR,Medicines (ND),1.13404507
AONCR,"Medicines, vaccines and other pharmaceutical preparations (ND)",1.13404507
AONCR,Medical products (ND),0.01793376
AONCR,Medical diagnostic products (ND),0.00391236
AONCR,Prevention and protective devices (ND),0.01081484
AONCR,Treatment devices for personal use (ND),0.00320656
AONCR,Assistive products (D),0.01378302
AONCR,Assistive products for vision (D),0.01378302
AONCR,OUTPATIENT CARE SERVICES,0.09259054
AONCR,Preventive care services (S),0.08242813
AONCR,Other preventive services (S),0.08242813
AONCR,Outpatient dental services (S),0.01016241
AONCR,Dental preventive services (S),0.01016241
AONCR,INPATIENT CARE SERVICES,0.10754704
AONCR,Inpatient curative and rehabilitative services (S),0.10754704
AONCR,Inpatient curative and rehabilitative services (S),0.10754704
AONCR,OTHER HEALTH SERVICES,0.01770817
AONCR,Diagnostic imaging services and medical laboratory services (S),0.01770817
AONCR,Diagnostic imaging services and medical laboratory services (S),0.01770817
AONCR,TRANSPORT,5.90382911
AONCR,PURCHASE OF VEHICLES,0.67070147
AONCR,Motorcycles (D),0.66576103
AONCR,Motorcycles (D),0.66576103
AONCR,Bicycles (D),0.00494044
AONCR,Bicycles (D),0.00494044
AONCR,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,1.70674279
AONCR,Parts and accessories for personal transport equipment (SD),0.06053212
AONCR,Tires (SD),0.05644106
AONCR,Parts for personal transport equipment (SD),0.00409106
AONCR,Fuels and lubricants for personal transport equipment (ND),1.56912336
AONCR,Diesel (ND),0.05632629
AONCR,Gasoline (ND),1.49847133
AONCR,Lubricants (ND),0.01432574
AONCR,Maintenance and repair of personal transport equipment (S),0.07657978
AONCR,Maintenance and repair of personal transport equipment (S),0.07657978
AONCR,Other services in respect of personal transport equipment (S),0.00050753
AONCR,Toll facilities (S),0.00050753
AONCR,PASSENGER TRANSPORT SERVICES,3.52563956
AONCR,Passenger transport by railway (S),..
AONCR,Passenger transport by rapid transit and tram (S),..
AONCR,Passenger transport by road (S),3.30799572
AONCR,Passenger transport by bus and coach (S),0.28332649
AONCR,Passenger transport by taxi and hired car with driver (S),0.02097025
AONCR,Other passenger transport by road (S),3.00369898
AONCR,Passenger transport by air (S),0.04971421
AONCR,"Passenger transport by air, domestic (S)",0.04971421
AONCR,Passenger transport by sea and inland waterway (S),0.16792963
