Geolocation,Subsector,1980 Quarter 1,1980 Quarter 2,1980 Quarter 3,1980 Quarter 4,1980 Annual,1981 Quarter 1,1981 Quarter 2,1981 Quarter 3,1981 Quarter 4,1981 Annual,1982 Quarter 1,1982 Quarter 2,1982 Quarter 3,1982 Quarter 4,1982 Annual,1983 Quarter 1,1983 Quarter 2,1983 Quarter 3,1983 Quarter 4,1983 Annual,1984 Quarter 1,1984 Quarter 2,1984 Quarter 3,1984 Quarter 4,1984 Annual,1985 Quarter 1,1985 Quarter 2,1985 Quarter 3,1985 Quarter 4,1985 Annual,1986 Quarter 1,1986 Quarter 2,1986 Quarter 3,1986 Quarter 4,1986 Annual,1987 Quarter 1,1987 Quarter 2,1987 Quarter 3,1987 Quarter 4,1987 Annual,1988 Quarter 1,1988 Quarter 2,1988 Quarter 3,1988 Quarter 4,1988 Annual,1989 Quarter 1,1989 Quarter 2,1989 Quarter 3,1989 Quarter 4,1989 Annual,1990 Quarter 1,1990 Quarter 2,1990 Quarter 3,1990 Quarter 4,1990 Annual,1991 Quarter 1,1991 Quarter 2,1991 Quarter 3,1991 Quarter 4,1991 Annual,1992 Quarter 1,1992 Quarter 2,1992 Quarter 3,1992 Quarter 4,1992 Annual,1993 Quarter 1,1993 Quarter 2,1993 Quarter 3,1993 Quarter 4,1993 Annual,1994 Quarter 1,1994 Quarter 2,1994 Quarter 3,1994 Quarter 4,1994 Annual,1995 Quarter 1,1995 Quarter 2,1995 Quarter 3,1995 Quarter 4,1995 Annual,1996 Quarter 1,1996 Quarter 2,1996 Quarter 3,1996 Quarter 4,1996 Annual,1997 Quarter 1,1997 Quarter 2,1997 Quarter 3,1997 Quarter 4,1997 Annual,1998 Quarter 1,1998 Quarter 2,1998 Quarter 3,1998 Quarter 4,1998 Annual,1999 Quarter 1,1999 Quarter 2,1999 Quarter 3,1999 Quarter 4,1999 Annual,2000 Quarter 1,2000 Quarter 2,2000 Quarter 3,2000 Quarter 4,2000 Annual,2001 Quarter 1,2001 Quarter 2,2001 Quarter 3,2001 Quarter 4,2001 Annual,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual,2022 Quarter 1,2022 Quarter 2,2022 Quarter 3,2022 Quarter 4,2022 Annual,2023 Quarter 1,2023 Quarter 2,2023 Quarter 3,2023 Quarter 4,2023 Annual,2024 Quarter 1,2024 Quarter 2,2024 Quarter 3,2024 Quarter 4,2024 Annual,2025 Quarter 1,2025 Quarter 2,2025 Quarter 3,2025 Quarter 4,2025 Annual,2026 Quarter 1,2026 Quarter 2,2026 Quarter 3,2026 Quarter 4,2026 Annual
....Eastern Samar,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88598.00,..,..,..,..,73498.00,..,..,..,..,105169.00,..,..,..,..,157779.00,..,..,..,..,169854.00,..,..,..,..,155305.00,..,..,..,..,162162.00,..,..,..,..,187511.00,..,..,..,..,198914.00,..,..,..,..,211514.00,76012.00,92176.00,88899.00,98282.00,355369.00,141317.00,151825.00,161213.00,122865.00,577220.00,158857.80,179816.67,216002.84,230314.25,784991.56,228380.43,290023.18,287960.57,256515.69,1062879.87,261470.06,311333.88,303632.42,259956.03,1136392.39,309860.15,320639.16,276527.40,244676.52,1151703.23,276193.88,344334.47,299488.54,228607.30,1148624.19,347357.43,578962.69,461046.86,282264.55,1669631.53,280125.83,729286.29,511303.30,333243.54,1853958.96,327028.84,772890.77,516670.17,364751.07,1981340.85,328275.03,720203.90,572664.56,393941.03,2015084.52,344756.05,772109.46,596681.33,264394.43,1977941.27,249425.73,605348.08,584330.57,311387.66,1750492.04,140744.02,553357.57,635725.86,372689.50,1702516.95,262981.19,434874.81,679931.45,519852.11,1897639.56,276820.41,568218.52,497126.85,412734.07,1754899.85,254864.55,590632.10,476484.25,427505.63,1749486.53,299539.41,669423.21,458092.59,548093.87,1975149.08,370233.88,565078.82,318785.25,507948.17,1762046.12,375492.71,920715.07,456863.09,407304.48,2160375.35,346599.11,579360.23,467773.96,343481.43,1737214.73,212562.31,343105.03,395533.63,244712.58,1195913.55,397768.67,529965.96,592435.94,577280.44,2097451.01,265122.33,481274.09,828657.07,694755.32,2269808.81,211815.85,..,..,..,..
....Eastern Samar,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88598.00,..,..,..,..,73498.00,..,..,..,..,105169.00,..,..,..,..,157779.00,..,..,..,..,169854.00,..,..,..,..,155305.00,..,..,..,..,162162.00,..,..,..,..,182448.00,..,..,..,..,193878.00,..,..,..,..,202508.00,74352.00,89856.00,86299.00,94817.00,345324.00,136552.00,144475.00,152223.00,115705.00,548955.00,153396.82,172566.20,196872.84,207809.25,730645.11,211543.43,264195.72,265250.57,232365.69,973355.41,233241.74,283792.88,266752.42,227996.53,1011783.57,269197.95,298174.36,250418.15,232297.27,1050087.73,237495.93,316209.77,276501.42,213766.35,1043973.47,309283.21,566267.49,460324.62,275953.22,1611828.54,246978.54,716786.72,510246.20,326656.92,1800668.38,299538.44,763809.87,515715.45,361154.36,1940218.12,325611.44,712329.77,571325.56,391413.72,2000680.49,342185.15,766689.88,595400.27,262461.73,1966737.03,247602.42,603344.76,583197.68,309943.91,1744088.77,138867.96,551362.69,633749.93,371787.16,1695767.74,262534.03,432872.97,678843.70,518739.88,1892990.58,275755.96,566485.82,496705.28,411832.89,1750779.95,254176.30,589329.72,475595.84,426980.76,1746082.62,298174.59,668442.24,457532.31,547721.66,1971870.80,368212.33,563235.48,318279.75,507396.65,1757124.21,366404.78,917376.15,453665.80,404279.16,2141725.89,342555.41,574489.95,460771.83,339197.00,1717014.19,210926.25,342359.52,393643.35,243569.69,1190498.81,396485.53,527459.23,591116.77,576120.24,2091181.77,263940.61,480602.33,827658.81,693973.31,2266175.06,211456.75,..,..,..,..
....Eastern Samar,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5063.00,..,..,..,..,5036.00,..,..,..,..,9006.00,1660.00,2320.00,2600.00,3465.00,10045.00,4765.00,7350.00,8990.00,7160.00,28265.00,5460.98,7250.47,19130.00,22505.00,54346.45,16837.00,25827.46,22710.00,24150.00,89524.46,28228.32,27541.00,36880.00,31959.50,124608.82,40662.20,22464.80,26109.25,12379.25,101615.50,38697.95,28124.70,22987.12,14840.95,104650.72,38074.22,12695.20,722.24,6311.33,57802.99,33147.29,12499.57,1057.10,6586.62,53290.58,27490.40,9080.90,954.72,3596.71,41122.73,2663.59,7874.13,1339.00,2527.31,14404.03,2570.90,5419.58,1281.06,1932.70,11204.24,1823.31,2003.32,1132.89,1443.75,6403.27,1876.06,1994.88,1975.93,902.34,6749.21,447.16,2001.84,1087.75,1112.23,4648.98,1064.45,1732.70,421.57,901.18,4119.90,688.25,1302.38,888.41,524.87,3403.91,1364.82,980.97,560.28,372.21,3278.28,2021.55,1843.34,505.50,551.52,4921.91,9087.93,3338.92,3197.29,3025.32,18649.46,4043.70,4870.28,7002.13,4284.43,20200.54,1636.06,745.51,1890.28,1142.89,5414.74,1283.14,2506.73,1319.17,1160.20,6269.24,1181.72,671.76,998.26,782.01,3633.75,359.10,..,..,..,..
....Eastern Samar,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1632.00,2210.00,5904.00,217.00,9963.00,168.00,..,906.00,369.00,1443.00,22379.00,3540.00,11700.00,12111.00,49730.00,..,406.00,1240.00,1310.00,2956.00,75.00,350.00,1440.00,3500.00,5365.00,78.00,11.00,1640.00,2100.00,3829.00,3500.00,1905.00,2310.00,3700.00,11415.00,4270.00,5400.00,3580.00,4030.00,17280.00,3616.00,6610.00,4424.00,5950.00,20600.00,7029.00,10903.00,7732.00,13814.00,39478.00,10750.00,17772.00,17657.00,14709.00,60888.00,13997.00,21195.00,17840.00,101957.00,154989.00,17758.00,40890.00,22615.00,105596.00,186859.00,18780.00,257036.00,41547.50,118584.00,435947.50,35136.42,330773.65,52639.82,125919.44,544469.33,37233.61,328976.77,31388.25,134417.80,532016.43,30967.25,282466.48,78345.13,214857.10,606635.96,401215.86,201016.49,103034.55,171686.94,876953.84,362249.85,258011.33,135877.08,191280.53,947418.79,479296.49,168951.39,117244.52,235893.10,1001385.50,457499.45,197437.68,139213.71,12197.53,806348.37,3276.36,16353.04,8766.52,7146.41,35542.33,148.70,11656.92,1301.82,88.98,13196.42,8.08,461.89,176.65,1763.56,2410.18,59.07,236.27,58.63,1239.13,1593.10,57.89,103.63,106.67,930.55,1198.74,337.58,724.61,221.30,2005.88,3289.37,576.11,704.23,131.44,1981.03,3392.81,263.18,365.05,112.10,1926.79,2667.12,4325.27,561.16,6011.08,6949.98,17847.49,786.07,559.04,1152.65,510.32,3008.08,1365.11,1583.50,2698.50,2886.10,8533.21,5103.38,2066.22,986.39,563.82,8719.81,815.41,..,..,..,..
....Leyte,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,757551.00,5970.00,2106.00,15429.00,7155.00,605030.00,12625.00,11050.00,16293.00,19853.00,774577.00,14472.00,19924.00,23158.00,22575.00,545463.00,27875.00,24520.00,24171.00,42289.00,602581.00,19435.00,31371.00,33325.00,7771.00,696810.00,19285.00,30654.00,35422.00,9932.00,779837.00,18701.00,37572.00,40276.00,10890.00,867437.00,19238.00,37036.00,36863.00,14842.00,916720.00,30144.00,51762.00,51421.00,22003.00,1181494.00,319059.00,326386.00,392788.00,367287.00,1405520.00,427766.00,500603.00,423117.00,403977.00,1755463.00,481411.07,636810.57,483444.24,547707.64,2149373.52,551317.02,766038.95,621541.60,548307.63,2487205.20,633979.33,942943.90,694055.13,631434.98,2902413.34,713023.52,1085773.47,827588.01,728007.99,3354392.99,736324.01,1283820.73,866312.82,688966.43,3575423.99,925290.65,956867.36,672460.16,869520.64,3424138.81,1034800.37,1105636.42,707217.74,934870.09,3782524.62,1031719.50,1193698.25,705934.32,776063.58,3707415.65,874136.17,1060056.82,686555.77,758882.48,3379631.24,643186.63,1015731.29,446256.28,195049.09,2300223.29,292186.89,648048.50,460707.87,418082.64,1819025.90,458305.12,597747.14,473421.87,392351.96,1921826.09,346475.73,717091.41,399600.24,356948.55,1820115.93,376097.11,842917.79,297827.04,366919.83,1883761.77,375546.51,549579.99,357066.95,337238.16,1619431.61,932987.48,556096.60,491011.72,670337.83,2650433.63,721290.15,518842.06,676847.05,331709.61,2248688.87,962041.82,668577.41,744036.69,588751.98,2963407.90,1038339.62,487007.51,642493.61,830850.42,2998691.16,655854.80,983507.54,815819.54,604510.81,3059692.69,934813.42,865942.77,816492.55,863286.08,3480534.82,829661.38,862567.60,925604.86,776632.07,3394465.91,760416.01,..,..,..,..
....Leyte,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,615944.00,..,..,..,..,436666.00,..,..,..,..,614509.00,..,..,..,..,328269.00,..,..,..,..,352295.00,..,..,..,..,372094.00,..,..,..,..,426638.00,..,..,..,..,462579.00,..,..,..,..,486043.00,..,..,..,..,655898.00,218444.00,190250.00,245294.00,241676.00,895664.00,281506.00,336252.00,265103.00,244914.00,1127775.00,307838.55,426215.65,313569.25,300780.52,1348403.97,364635.79,482770.98,377913.10,325644.69,1550964.56,407182.14,606331.37,411583.49,398448.25,1823545.25,463573.45,702184.08,517778.93,480654.28,2164190.74,499781.92,768769.50,567661.00,460614.02,2296826.44,657263.23,436719.77,358827.27,534504.37,1987314.64,695964.29,544744.81,367121.22,547057.89,2154888.21,700695.58,592508.42,336914.35,382405.91,2012524.26,544736.32,520492.69,327567.62,345554.63,1738351.26,334256.23,503136.25,130664.27,39282.17,1007338.92,74180.58,124817.52,142503.83,178444.97,519946.90,112879.87,137155.62,167014.59,181871.60,598921.68,95711.94,127981.96,97912.96,118397.19,440004.05,55288.51,35007.10,15615.55,11623.63,117534.79,34054.46,31593.27,15411.72,14945.57,96005.02,16891.26,30381.87,14715.00,14821.02,76809.15,14859.20,11026.77,19323.16,22240.70,67449.83,32263.37,39572.59,37810.89,25018.68,134665.53,45800.50,31369.81,25681.04,36364.56,139215.91,42721.54,30084.19,35036.20,30565.79,138407.72,52718.22,83527.40,38271.29,82713.90,257230.81,105287.68,134253.84,79002.71,71195.16,389739.39,110665.64,..,..,..,..
....Leyte,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141607.00,..,..,..,..,137704.00,..,..,..,..,100247.00,..,..,..,..,137065.00,..,..,..,..,131431.00,..,..,..,..,232814.00,..,..,..,..,257906.00,..,..,..,..,297419.00,..,..,..,..,322698.00,..,..,..,..,370266.00,80240.00,86723.00,97931.00,82063.00,346957.00,106618.00,108658.00,102991.00,108772.00,427039.00,127163.52,143220.92,112911.99,124092.12,507388.55,131096.23,173954.97,169741.50,141843.94,616636.64,163347.19,220506.82,172936.04,143023.73,699813.78,187523.23,221811.94,218303.07,174672.53,802310.77,187315.94,296816.39,207604.08,150328.09,842064.50,217374.36,329430.09,210300.73,225247.40,982352.58,283919.14,351773.74,256495.48,268523.07,1160711.43,278201.42,374107.01,272485.10,264905.42,1189698.95,263117.94,266141.08,232680.41,272188.30,1034127.73,254181.42,242736.86,187476.16,112155.78,796550.22,178431.82,289433.47,204602.56,207586.79,880054.64,298402.75,295256.43,183603.32,181486.28,958748.78,190632.23,366223.09,229188.81,202937.44,988981.57,266254.66,434810.69,146691.60,329049.93,1176806.88,278726.83,215583.04,195142.45,284844.09,974296.41,850938.12,214483.07,335175.02,613947.00,2014543.21,615175.71,340238.29,454382.26,265760.41,1675556.67,878850.40,512286.07,572409.81,530272.35,2493818.63,951941.83,408195.27,581439.67,688166.67,2629743.44,530675.48,874293.03,628061.48,393013.96,2426043.95,718404.47,712040.83,684902.32,613566.85,2728914.47,642657.62,566594.04,590951.26,490344.15,2290547.07,579097.23,..,..,..,..
....Leyte,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141607.00,..,..,..,..,137704.00,..,..,..,..,100247.00,..,..,..,..,137065.00,..,..,..,..,131431.00,..,..,..,..,232814.00,..,..,..,..,257906.00,..,..,..,..,290170.00,..,..,..,..,314882.00,..,..,..,..,357010.00,75589.00,81668.00,93006.00,77783.00,328046.00,100738.00,102953.00,96756.00,101945.00,402392.00,120473.52,136609.42,106216.99,117179.37,480479.30,123280.49,167095.50,160531.56,135790.57,586698.12,156012.85,212835.06,164225.24,136526.82,669599.97,178291.84,214328.74,208850.23,166538.36,768009.17,177882.19,287384.94,198896.27,141854.88,806018.28,207669.32,329372.77,210229.94,224591.07,971863.10,280692.15,351282.01,256477.72,268230.44,1156682.32,275099.74,373769.80,272146.67,264634.36,1185650.57,262378.29,265896.20,232382.07,271887.88,1032544.44,253607.25,242685.38,187255.74,112086.99,795635.36,178400.29,289391.31,204562.85,207531.57,879886.02,298375.43,295230.45,183563.97,181456.93,958626.78,190307.15,365950.58,229009.44,202791.12,988058.29,266101.06,434703.19,146586.15,328973.46,1176363.86,278641.94,215500.19,195091.06,284746.86,973980.05,850872.69,214368.42,335006.38,613722.14,2013969.63,615108.12,338633.23,453892.21,264940.01,1672573.57,876413.79,498884.13,562952.18,520876.42,2459126.52,946667.41,401083.97,571880.66,676154.57,2595786.61,523787.89,866539.93,621598.76,384915.73,2396842.31,710339.57,702188.52,679190.26,601562.19,2693280.54,637927.12,551917.82,586128.58,483233.62,2259207.14,571963.72,..,..,..,..
....Leyte,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7249.00,..,..,..,..,7816.00,..,..,..,..,13256.00,4651.00,5055.00,4925.00,4280.00,18911.00,5880.00,5705.00,6235.00,6827.00,24647.00,6690.00,6611.50,6695.00,6912.75,26909.25,7815.74,6859.47,9209.94,6053.37,29938.52,7334.34,7671.76,8710.80,6496.91,30213.81,9231.39,7483.20,9452.84,8134.17,34301.60,9433.75,9431.45,8707.81,8473.21,36046.22,9705.04,57.32,70.79,656.33,10489.48,3226.99,491.73,17.76,292.63,4029.11,3101.68,337.21,338.43,271.06,4048.38,739.65,244.88,298.34,300.42,1583.29,574.17,51.48,220.42,68.79,914.86,31.53,42.16,39.71,55.22,168.62,27.32,25.98,39.35,29.35,122.00,325.08,272.51,179.37,146.32,923.28,153.60,107.50,105.45,76.47,443.02,84.89,82.85,51.39,97.23,316.36,65.43,114.65,168.64,224.86,573.58,67.59,1605.06,490.05,820.40,2983.10,2436.61,13401.94,9457.63,9395.93,34692.11,5274.42,7111.30,9559.01,12012.10,33956.83,6887.59,7753.10,6462.72,8098.23,29201.64,8064.90,9852.31,5712.06,12004.66,35633.93,4730.50,14676.22,4822.68,7110.53,31339.93,7133.51,..,..,..,..
....Leyte,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5970.00,2106.00,15429.00,7155.00,30660.00,12625.00,11050.00,16293.00,19853.00,59821.00,14472.00,19924.00,23158.00,22575.00,80129.00,27875.00,24520.00,24171.00,42289.00,118855.00,19435.00,31371.00,33325.00,7771.00,91902.00,19285.00,30654.00,35422.00,9932.00,95293.00,18701.00,37572.00,40276.00,10890.00,107439.00,19238.00,37036.00,36863.00,14842.00,107979.00,30144.00,51762.00,51421.00,22003.00,155330.00,20375.00,49413.00,49563.00,43548.00,162899.00,39642.00,55693.00,55023.00,50291.00,200649.00,46409.00,67374.00,56963.00,122835.00,293581.00,55585.00,109313.00,73887.00,80819.00,319604.00,63450.00,116105.72,109535.60,89963.00,379054.32,61926.84,161777.45,91506.01,72681.18,387891.48,49226.15,218234.84,91047.74,78024.32,436533.05,50653.06,190717.50,103332.16,109768.87,454471.59,54916.94,209117.87,83601.04,119289.13,466924.98,52822.50,227082.82,96534.87,128752.25,505192.44,66281.91,273423.05,126307.74,141139.55,607152.25,54748.98,269858.18,128115.85,43611.14,496334.15,39574.49,233797.51,113601.48,32050.88,419024.36,47022.50,165335.09,122803.96,28994.08,364155.63,60131.56,222886.36,72498.47,35613.92,391130.31,54553.94,373100.00,135519.89,26246.27,589420.10,62765.22,302403.68,146512.78,37448.50,549130.18,65158.10,311231.66,141121.70,41569.81,559081.27,91255.24,167577.00,203141.63,43708.50,505682.37,50928.05,116718.75,133815.99,33460.95,334923.74,40597.29,47442.43,35372.90,106319.19,229731.81,82457.78,79130.32,152721.86,180931.06,495241.02,163690.73,70374.54,93318.94,167005.33,494389.54,81716.08,161719.72,255650.89,215092.76,714179.45,70653.14,..,..,..,..
....Northern Samar,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33563.00,477.00,226.00,525.00,..,96386.00,1379.00,435.00,2803.00,559.00,172670.00,794.00,979.00,3662.00,1149.00,224879.00,1322.00,1890.00,2484.00,1210.00,194876.00,916.00,1950.00,2120.00,1995.00,215270.00,1103.00,1880.00,1657.00,1181.00,213562.00,835.00,1682.00,1514.00,565.00,247014.00,223.00,1300.00,1489.00,894.00,240534.00,464.00,557.00,1732.00,1127.00,339434.00,86424.00,61891.00,79669.00,134285.00,362269.00,115356.00,106915.00,97065.00,168678.00,488014.00,127580.51,136198.60,118166.37,205031.55,586977.03,184443.24,196093.94,157748.76,210898.18,749184.12,231063.64,229736.16,170256.24,241942.60,872998.64,241197.02,250336.70,208154.45,251479.29,951167.46,260232.75,308738.50,299298.29,286108.73,1154378.27,306493.21,278024.44,351329.49,335786.05,1271633.19,324022.73,329240.67,393553.68,368787.01,1415604.09,309532.11,334674.98,434825.59,388422.96,1467455.64,308165.42,366890.90,472183.00,406317.50,1553556.82,299507.17,383409.01,484504.67,394326.43,1561747.28,309032.92,399053.98,478343.38,381192.93,1567623.21,319508.62,374731.70,433744.43,373462.45,1501447.20,313030.36,390785.28,428301.74,359363.48,1491480.86,303339.68,380813.87,420051.82,346964.90,1451170.27,353585.12,397837.19,604120.16,690585.04,2046127.51,421631.04,515597.41,522506.09,642520.16,2102254.70,486296.17,564884.35,579060.14,818568.33,2448808.99,466844.03,870679.11,695634.18,1115530.34,3148687.66,801589.72,938147.13,728712.19,341499.59,2809948.63,456928.41,450119.29,416981.03,491518.75,1815547.48,353464.70,313015.96,200396.02,159763.82,1026640.50,340671.65,340093.04,318250.01,294953.42,1293968.12,229314.02,..,..,..,..
....Northern Samar,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5886.00,..,..,..,..,20549.00,..,..,..,..,21276.00,..,..,..,..,11291.00,..,..,..,..,12186.00,..,..,..,..,17491.00,..,..,..,..,20055.00,..,..,..,..,21744.00,..,..,..,..,22847.00,..,..,..,..,30216.00,10989.00,12038.00,15381.00,17001.00,55409.00,16654.00,14421.00,15946.00,21499.00,68520.00,19753.71,18387.88,19235.29,28004.13,85381.01,28649.86,24719.89,28550.46,35475.63,117395.84,31159.18,30186.03,32550.79,36240.96,130136.96,32229.83,34532.90,36746.70,39512.27,143021.70,33161.35,41395.50,42808.20,45565.03,162930.08,39258.55,42600.91,47347.75,48064.94,177272.15,35607.36,44843.90,48449.20,46498.40,175398.86,33540.50,44063.59,54326.52,48057.27,179987.88,36877.37,45752.22,57387.76,49885.43,189902.78,38325.47,47997.68,58782.38,48745.30,193850.83,39521.77,50231.47,56632.84,47194.13,193580.21,41451.17,51770.56,55730.92,48253.14,197205.79,39826.46,54052.81,55326.08,48061.50,197266.85,38965.96,54995.11,54887.61,46863.47,195712.15,44524.18,52642.47,91421.64,78435.94,267024.23,45438.93,54604.89,65715.29,84494.34,250253.45,51046.73,67146.12,58105.90,101902.42,278201.17,51937.24,105492.25,62592.93,110332.09,330354.51,32812.17,161741.46,130981.51,51967.31,377502.45,42112.52,33084.19,72717.43,145373.94,293288.08,47372.23,47735.47,48052.25,29977.45,173137.40,84298.17,37357.01,64903.30,45644.63,232203.11,65516.24,..,..,..,..
